Borrower_ID,Borrower_Name,CIN,PAN,Sector,City,Risk_Profile,External_Rating,Sanctioned_Limit_Cr,Annual_Turnover_Cr,Total_Debt_Cr,TNW_Cr,Promoter_Holding_Pct,EWS-001_Value,EWS-001_Score,EWS-001_Critical,EWS-002_Value,EWS-002_Score,EWS-002_Critical,EWS-003_Value,EWS-003_Score,EWS-003_Critical,EWS-004_Value,EWS-004_Score,EWS-004_Critical,EWS-005_Value,EWS-005_Score,EWS-005_Critical,EWS-006_Value,EWS-006_Score,EWS-006_Critical,EWS-007_Value,EWS-007_Score,EWS-007_Critical,EWS-008_Value,EWS-008_Score,EWS-008_Critical,EWS-009_Value,EWS-009_Score,EWS-009_Critical,EWS-010_Value,EWS-010_Score,EWS-010_Critical,EWS-011_Value,EWS-011_Score,EWS-011_Critical,EWS-012_Value,EWS-012_Score,EWS-012_Critical,EWS-013_Value,EWS-013_Score,EWS-013_Critical,EWS-014_Value,EWS-014_Score,EWS-014_Critical,EWS-015_Value,EWS-015_Score,EWS-015_Critical,EWS-016_Value,EWS-016_Score,EWS-016_Critical,EWS-017_Value,EWS-017_Score,EWS-017_Critical,EWS-018_Value,EWS-018_Score,EWS-018_Critical,EWS-019_Value,EWS-019_Score,EWS-019_Critical,EWS-020_Value,EWS-020_Score,EWS-020_Critical,EWS-021_Value,EWS-021_Score,EWS-021_Critical,EWS-022_Value,EWS-022_Score,EWS-022_Critical,EWS-023_Value,EWS-023_Score,EWS-023_Critical,EWS-024_Value,EWS-024_Score,EWS-024_Critical,EWS-025_Value,EWS-025_Score,EWS-025_Critical,EWS-026_Value,EWS-026_Score,EWS-026_Critical,EWS-027_Value,EWS-027_Score,EWS-027_Critical,EWS-028_Value,EWS-028_Score,EWS-028_Critical,EWS-029_Value,EWS-029_Score,EWS-029_Critical,EWS-030_Value,EWS-030_Score,EWS-030_Critical,EWS-031_Value,EWS-031_Score,EWS-031_Critical,EWS-032_Value,EWS-032_Score,EWS-032_Critical,EWS-033_Value,EWS-033_Score,EWS-033_Critical,EWS-034_Value,EWS-034_Score,EWS-034_Critical,EWS-035_Value,EWS-035_Score,EWS-035_Critical,EWS-036_Value,EWS-036_Score,EWS-036_Critical,EWS-037_Value,EWS-037_Score,EWS-037_Critical,EWS-038_Value,EWS-038_Score,EWS-038_Critical,EWS-039_Value,EWS-039_Score,EWS-039_Critical,EWS-040_Value,EWS-040_Score,EWS-040_Critical,EWS-041_Value,EWS-041_Score,EWS-041_Critical,EWS-042_Value,EWS-042_Score,EWS-042_Critical,EWS-043_Value,EWS-043_Score,EWS-043_Critical,Overall_Normalized_Score,Critical_Indicator_Override,Critical_Combination_Override,Critical_Combination,Risk_Band,Final_Status
BORR-0011,Chanda Group,GBSXRBXKLBBSPQQFB632496,CFCTC4853M,Trading,Delhi,Watch,BBB+,48.38,114.04,55.14,45.78,82.08,58.63,25,False,0,0,False,0.78,0,False,2,75,False,19.98,50,False,8.72,25,False,-8.54,0,False,-5.05,75,False,35.32,75,False,13.28,25,False,14.88,25,False,28.57,50,False,19.46,0,False,18.24,50,False,6.57,25,False,1,25,False,0,0,False,3,75.0,False,-6.39,0,False,False,0,False,False,0,False,33.69,75,False,10.62,50,False,9.09,25,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,9.92,25,False,0,0.0,False,0,0.0,False,3,25,False,72.57,0,False,0,0.0,False,False,0,False,0,0.0,False,25.02,75,False,7.77,25,False,9.05,25,False,1.14,75,False,2.03,50,False,1.58,25,False,26.162790697674417,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0012,Parmer LLC,SQKIGVWKLHIMEVUJO431535,YCAOT2638C,Power,Coimbatore,Healthy,A+,58.21,113.78,57.65,41.73,45.66,55.98,25,False,0,0,False,0.0,0,False,1,50,False,11.77,25,False,1.0,0,False,-5.65,0,False,-1.2,25,False,8.02,25,False,-0.17,0,False,7.19,25,False,0.0,0,False,14.15,0,False,6.85,25,False,7.66,25,False,0,0,False,0,0,False,0,0.0,False,-7.31,0,False,False,0,False,False,0,False,9.53,25,False,2.73,0,False,18.78,50,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,13.54,50,False,0,0.0,False,0,0.0,False,3,25,False,72.88,0,False,0,0.0,False,False,0,False,0,0.0,False,13.52,50,False,11.36,50,False,10.26,50,False,1.75,25,False,1.29,25,False,1.91,25,False,13.953488372093023,False,True,Non-core repayment source + rising unsecured loans,Green,Critical
BORR-0013,"Lalla, Bassi and Sharaf",ORWJTZUQLAVRJVDEI221035,DXREI5616T,Pharmaceuticals,Bengaluru,Healthy,AA+,154.28,230.89,156.67,105.69,70.88,46.39,0,False,0,0,False,6.56,25,False,0,0,False,13.47,25,False,7.22,25,False,-7.03,0,False,1.12,25,False,-1.9,0,False,10.18,25,False,10.74,25,False,5.63,25,False,11.1,0,False,0.0,0,False,13.43,50,False,1,25,False,0,0,False,0,0.0,False,-4.67,0,False,False,0,False,False,0,False,1.22,0,False,7.03,25,False,0.0,0,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,16.72,50,False,0,0.0,False,1,20.0,False,0,0,False,83.06,0,False,1,20.0,False,False,0,False,0,0.0,False,14.77,50,False,15.78,50,False,9.95,25,False,1.85,25,False,1.32,25,False,1.64,25,False,13.13953488372093,False,False,,Green,Green
BORR-0014,"Dash, Radhakrishnan and Brar",CUNIBAKYLEUIFXORW548462,RADCW3442R,Renewable Energy,Mumbai,Healthy,AAA,30.62,50.0,33.09,16.34,76.73,53.0,25,False,0,0,False,3.98,0,False,0,0,False,0.0,0,False,15.03,50,False,0.52,0,False,-2.14,50,False,10.97,25,False,18.21,50,False,18.56,50,False,0.0,0,False,12.72,0,False,6.42,25,False,12.55,50,False,0,0,False,0,0,False,0,0.0,False,-1.16,0,False,False,0,False,False,0,False,5.37,25,False,4.93,0,False,1.83,0,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,0.0,0,False,0,0.0,False,0,0.0,False,1,25,False,76.49,0,False,0,0.0,False,False,0,False,1,20.0,False,11.06,50,False,0.0,0,False,5.72,25,False,1.84,25,False,0.94,0,False,1.98,25,False,12.093023255813954,False,False,,Green,Green
BORR-0015,"Memon, Pathak and Handa",LGVHVDLYLRNTXEHFZ950155,FNAFX6442Z,Textiles,Ahmedabad,Healthy,AAA,20.03,50.0,20.39,8.23,75.11,50.74,25,False,0,0,False,4.21,0,False,0,0,False,24.53,50,False,4.76,0,False,-15.41,0,False,-2.0,25,False,10.75,25,False,9.51,25,False,-2.7,0,False,21.12,50,False,0.0,0,False,19.44,50,False,0.0,0,False,0,0,False,1,25,False,1,25.0,False,-4.88,0,False,False,0,False,False,0,False,13.17,25,False,6.3,25,False,6.97,25,False,False,0,False,0,0,False,False,0,False,2,75,False,False,0,False,0.0,0,False,0,0.0,False,1,20.0,False,2,25,False,77.84,0,False,3,60.0,False,False,0,False,1,20.0,False,14.4,50,False,9.69,25,False,2.52,0,False,1.99,25,False,1.31,25,False,1.77,25,False,16.86046511627907,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0016,"Boase, Bath and Kari",BPHGOLJZLHHAVGMKI172792,YILUQ7548V,Trading,Gurugram,Stressed,BB,35.53,103.31,30.88,21.25,61.81,75.95,50,False,0,0,False,7.79,25,False,1,50,False,35.93,75,False,17.06,50,False,-33.01,0,False,-6.5,75,False,37.6,75,False,29.69,50,False,28.26,50,False,17.63,50,False,30.87,0,False,35.13,75,False,21.85,75,False,3,50,False,1,25,False,4,100.0,True,-8.35,0,False,False,0,False,True,100,False,36.39,75,False,11.9,50,False,20.39,50,False,False,0,False,1,25,False,True,100,True,1,50,False,True,100,False,18.03,50,False,1,20.0,False,0,0.0,False,8,50,False,61.92,0,False,1,20.0,False,False,0,False,3,60.0,False,16.72,50,False,12.35,50,False,14.36,50,False,1.11,75,False,2.76,50,False,1.46,50,False,45.348837209302324,True,True,Stretched debtors + rising provisions,Amber,Critical
BORR-0017,Buch-Kaul,BDTNLXZKLNTQDMSGI146542,WNAQZ9821V,Steel,Vadodara,Stressed,BB,48.54,65.84,44.52,15.89,82.01,84.6,50,False,1,25,False,10.15,50,False,1,50,False,26.53,50,False,7.42,25,False,-8.67,0,False,-1.61,25,False,24.35,50,False,19.65,50,False,28.29,50,False,38.68,75,False,31.51,0,False,48.1,75,False,20.17,75,False,1,25,False,2,25,False,0,0.0,False,-20.24,0,False,False,0,False,False,0,False,36.41,75,False,15.12,50,False,22.38,50,False,False,0,False,2,50,False,False,0,False,1,50,False,False,0,False,25.68,75,False,1,20.0,False,5,100.0,False,8,50,False,59.91,0,False,1,20.0,False,False,0,False,0,0.0,False,22.6,75,False,17.09,50,False,20.75,75,False,1.18,75,False,2.95,50,False,1.41,50,False,37.55813953488372,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0018,Rai LLC,TKVDXJQJLVNKMWJRE301158,NVMVX3851T,Engineering,Jaipur,Watch,BBB+,103.56,248.2,91.47,43.31,50.05,55.05,25,False,2,50,False,10.23,50,False,1,50,False,33.18,75,False,10.25,50,False,0.54,0,False,-2.99,50,False,17.98,50,False,17.11,50,False,15.49,50,False,13.92,25,False,16.95,0,False,26.74,50,False,4.8,0,False,0,0,False,1,25,False,1,25.0,False,-6.91,0,False,False,0,False,False,0,False,18.37,50,False,7.34,25,False,0.0,0,False,False,0,False,2,50,False,False,0,False,0,0,False,False,0,False,3.06,0,False,2,40.0,False,0,0.0,False,4,25,False,73.36,0,False,0,0.0,False,False,0,False,1,20.0,False,3.3,0,False,17.3,50,False,16.36,50,False,1.63,25,False,1.84,25,False,1.51,25,False,23.488372093023255,False,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0019,Patla-Gaba,UKOOOVGQLPZZXFVCJ640490,VUTKC4848V,Manufacturing,Chennai,Healthy,A+,28.98,73.11,24.3,16.34,46.23,52.87,25,False,0,0,False,1.85,0,False,1,50,False,10.25,25,False,7.28,25,False,-0.51,0,False,-0.3,25,False,11.89,25,False,15.88,50,False,7.57,25,False,18.36,50,False,7.46,0,False,22.4,50,False,1.43,0,False,0,0,False,0,0,False,0,0.0,False,5.25,0,False,False,0,False,False,0,False,1.04,0,False,6.82,25,False,2.74,0,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,11.97,50,False,0,0.0,False,0,0.0,False,1,25,False,88.37,0,False,1,20.0,False,False,0,False,0,0.0,False,0.0,0,False,0.17,0,False,5.45,25,False,1.97,25,False,1.1,25,False,2.06,0,False,12.674418604651162,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0020,Pant-Kadakia,ONUSGWWMLPMHEUWAY907451,DYNHF9486O,Manufacturing,Mumbai,Healthy,AAA,9.83,50.0,8.89,24.72,62.87,56.89,25,False,0,0,False,0.0,0,False,0,0,False,7.58,25,False,0.0,0,False,-6.47,0,False,2.4,50,False,11.88,25,False,0.68,0,False,10.58,25,False,26.99,50,False,16.34,0,False,8.6,25,False,1.65,0,False,0,0,False,1,25,False,1,25.0,False,-3.18,0,False,False,0,False,False,0,False,13.75,25,False,3.01,0,False,17.38,50,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,3.44,0,False,0,0.0,False,0,0.0,False,0,0,False,84.27,0,False,1,20.0,False,False,0,False,1,20.0,False,10.42,50,False,2.13,0,False,5.6,25,False,2.4,0,False,1.97,25,False,1.9,25,False,11.976744186046512,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0021,"Loke, Bora and Garg",YOTXQNROLFXPOIYHU390782,YYQPU4919I,Steel,Kolkata,Stressed,BB,377.25,784.97,332.73,337.93,38.87,77.69,50,False,1,25,False,13.6,50,False,0,0,False,34.3,75,False,14.45,50,False,-12.97,0,False,-3.45,50,False,14.34,25,False,15.54,50,False,13.51,25,False,59.52,100,True,24.83,0,False,45.81,75,False,9.25,25,False,2,25,False,3,50,False,2,50.0,False,-19.11,0,False,False,0,False,False,0,False,40.62,75,False,12.54,50,False,10.12,25,False,False,0,False,2,50,False,False,0,False,1,50,False,False,0,False,17.93,50,False,0,0.0,False,2,40.0,False,6,50,False,50.27,0,False,2,40.0,False,False,0,False,2,40.0,False,23.41,75,False,19.24,50,False,25.89,75,False,1.47,50,False,2.92,50,False,1.34,50,False,35.93023255813954,True,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0022,"Konda, Gade and Shere",HMWEWGCNLNKRONBGN508396,YSWAY7232P,Chemicals,Mumbai,Healthy,AA+,42.72,144.64,50.84,66.9,82.14,58.99,25,False,1,25,False,1.37,0,False,0,0,False,2.43,0,False,8.64,25,False,-4.14,0,False,0.27,25,False,6.1,25,False,5.88,25,False,-9.99,0,False,20.95,50,False,11.28,0,False,17.98,50,False,0.0,0,False,0,0,False,0,0,False,0,0.0,False,-8.44,0,False,False,0,False,False,0,False,12.22,25,False,5.38,25,False,2.62,0,False,False,0,False,0,0,False,False,0,False,1,50,False,False,0,False,11.19,50,False,1,20.0,False,0,0.0,False,3,25,False,85.73,0,False,1,20.0,False,False,0,False,0,0.0,False,11.29,50,False,0.0,0,False,15.96,50,False,1.75,25,False,1.54,25,False,1.72,25,False,14.883720930232558,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0023,Madan-Kanda,XRZTHPHILNPAMKVVZ523956,XFOET9751A,Auto Components,Ahmedabad,Healthy,A,129.62,193.94,128.4,93.81,64.59,52.18,25,False,2,50,False,4.64,0,False,0,0,False,5.11,25,False,9.82,25,False,3.83,0,False,-3.66,50,False,11.53,25,False,10.86,25,False,3.62,0,False,26.7,50,False,6.94,0,False,9.26,25,False,5.2,25,False,0,0,False,0,0,False,0,0.0,False,-3.67,0,False,False,0,False,False,0,False,4.57,0,False,11.76,50,False,0.0,0,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,3.85,0,False,0,0.0,False,0,0.0,False,2,25,False,88.16,0,False,0,0.0,False,False,0,False,0,0.0,False,4.06,0,False,0.0,0,False,0.0,0,False,2.18,0,False,2.18,50,False,2.04,0,False,10.465116279069768,False,True,Stretched debtors + rising provisions,Green,Critical
BORR-0024,"Nair, Bhalla and Karnik",IMKGOKKYLMIYNICPA885408,RBLHU2124Y,Steel,Surat,Watch,A-,27.61,50.0,26.78,9.87,37.01,65.32,25,False,3,75,False,10.79,50,False,0,0,False,16.71,50,False,8.06,25,False,-6.63,0,False,-2.87,50,False,8.15,25,False,5.29,25,False,6.13,25,False,31.64,75,False,9.85,0,False,0.0,0,False,15.48,50,False,1,25,False,0,0,False,0,0.0,False,-9.42,0,False,False,0,False,True,100,False,20.2,50,False,3.15,0,False,17.63,50,False,False,0,False,1,25,False,False,0,False,0,0,False,False,0,False,0.79,0,False,1,20.0,False,1,20.0,False,0,0,False,76.45,0,False,2,40.0,False,True,100,True,2,40.0,False,16.25,50,False,2.52,0,False,17.93,50,False,1.61,25,False,1.97,25,False,1.73,25,False,26.046511627906977,True,True,Stretched debtors + rising provisions,Yellow,Critical
BORR-0025,Mutti Group,PVDSGOWILYLFTTXWD915573,FJDSA6111S,Engineering,Surat,Healthy,AA+,24.85,105.17,28.36,16.53,80.4,56.24,25,False,0,0,False,0.0,0,False,1,50,False,1.36,0,False,6.39,25,False,-10.35,0,False,3.09,50,False,-2.75,0,False,7.73,25,False,11.07,25,False,14.67,25,False,6.63,0,False,6.7,25,False,6.83,25,False,0,0,False,0,0,False,0,0.0,False,-4.49,0,False,False,0,False,False,0,False,16.3,50,False,0.0,0,False,9.86,25,False,False,0,False,0,0,False,False,0,False,0,0,False,False,0,False,5.74,25,False,0,0.0,False,0,0.0,False,3,25,False,84.76,0,False,0,0.0,False,False,0,False,0,0.0,False,2.49,0,False,0.0,0,False,1.3,0,False,1.86,25,False,1.39,25,False,1.72,25,False,11.046511627906977,False,True,Payment defaults + stretched creditors,Green,Critical
